2, 6832, 7307
2, 1169, 4452
4, 614, 2905
1, 7243, 7110
3, 414, 8464
4, 6799, 1051
3, 7492, 7896
2, 467, 7722
1, 648, 6954
1, 9076, 6498
4, 9252, 4331
2, 8314, 1418
4, 7070, 4966
1, 6720, 2138
1, 1927, 5319
1, 9336, 4299
1, 3869, 6139
4, 9226, 6303
2, 4398, 4851
2, 1345, 9836
1, 1259, 2760
4, 3487, 617
3, 4633, 5647
1, 8528, 9607
4, 9403, 4505
3, 3377, 7411
1, 3984, 1517
1, 1871, 1451
3, 3453, 8798
3, 5752, 4597
2, 9032, 3147
4, 1731, 9402
1, 7322, 8054
2, 7781, 2061
1, 2629, 8405
4, 5152, 4516
1, 4509, 7435
4, 6424, 861
4, 9742, 8671
1, 8523, 7243
2, 6731, 5176
2, 9793, 642
3, 8789, 3627
4, 9126, 7298
2, 2419, 4831
3, 8680, 7021
2, 3987, 9430
2, 8045, 6283
1, 5699, 2724
1, 9476, 4737
2, 3934, 553
3, 3809, 2111
4, 8612, 1888
1, 51, 6018
3, 8082, 4083
4, 9032, 5894
2, 9048, 702
2, 1646, 5844
1, 5222, 4345
4, 8540, 9029
1, 2421, 2520
1, 4797, 4727
4, 9060, 1104
1, 5831, 4425
1, 5208, 8472
1, 627, 4581
1, 2745, 9137
4, 7951, 9324
3, 4575, 8306
4, 4970, 2014
1, 4171, 1978
1, 6908, 9068
2, 4212, 3904
3, 6480, 130
3, 3754, 2297
3, 7555, 4857
3, 8397, 4669
1, 6916, 4717
2, 5235, 1336
1, 87, 7360
3, 9042, 7120
1, 5034, 9861
4, 3499, 4182
2, 6867, 5569
2, 7993, 9624
2, 4160, 68
2, 5843, 9190
4, 2827, 2217
2, 1083, 9450
3, 6297, 3649
2, 4533, 3551
3, 2469, 2752
1, 3334, 5984
3, 3388, 1070
4, 6150, 5348
1, 6118, 875
2, 7725, 4522
3, 165, 4008
2, 6644, 45
1, 9193, 397
3, 4434, 1860
3, 8546, 3468
1, 8302, 4723
4, 3606, 3604
1, 4961, 6332
3, 5164, 1783
3, 4463, 9809
4, 7225, 2600
3, 1848, 6875
1, 1630, 598
4, 6947, 812
3, 2997, 2838
4, 9344, 3370
2, 5519, 7678
4, 841, 3027
2, 4205, 9517
3, 2731, 8433
1, 9418, 5713
1, 4331, 7090
3, 7048, 7277
2, 2144, 4637
3, 3573, 8477
2, 743, 673
2, 8694, 1337
4, 40, 9882
3, 6307, 837
3, 9537, 2905
4, 3649, 2533
3, 2174, 6755
4, 2717, 204
2, 3371, 2366
1, 5630, 5979
2, 2448, 7651
1, 2559, 8358
3, 5834, 7451
3, 8118, 6371
4, 4818, 9178
4, 4228, 3729
4, 5266, 4854
4, 218, 6326
4, 8491, 8412
3, 9672, 556
3, 5695, 3174
4, 8312, 5681
1, 4896, 1047
3, 7197, 1554
3, 3533, 5214
1, 371, 1631
1, 9182, 9777
4, 6823, 3147
4, 3100, 6134
2, 3855, 1972
1, 1053, 2466
2, 5541, 1261
4, 6194, 6727
4, 9580, 1340
3, 733, 9478
3, 1703, 2142
1, 8014, 9583
2, 1319, 7269
1, 8410, 6800
3, 2336, 7619
2, 1823, 6678
2, 5802, 5689
3, 7194, 3047
2, 4633, 3609
3, 3130, 7085
1, 6161, 1284
3, 5399, 4841
2, 7542, 6826
3, 8626, 7078
2, 4411, 5523
4, 7975, 1085
2, 9643, 3094
1, 8281, 8079
1, 1928, 5833
1, 609, 596
1, 5629, 1780
3, 603, 503
3, 7742, 1495
4, 7085, 7732
1, 2788, 1620
1, 6874, 7554
4, 7628, 9107
3, 1331, 9361
2, 3232, 9863
2, 1093, 6865
4, 1352, 1670
1, 7145, 1214
3, 3730, 4251
1, 7488, 4763
3, 1576, 3524
3, 6022, 8516
3, 8387, 3808
3, 78, 411
2, 1585, 1416
3, 5149, 3795
2, 5341, 4733
4, 7639, 217
1, 1240, 6413
3, 2618, 4140
1, 1243, 7154
3, 2372, 9111
2, 4959, 9577
4, 8082, 6060
3, 9107, 7908
4, 7502, 2297
2, 4730, 5918
3, 3289, 2630
1, 2201, 3720
3, 9401, 7447
1, 417, 4018
1, 5766, 2565
3, 4969, 3108
1, 9210, 4083
4, 394, 6121
3, 2823, 1437
4, 3381, 9043
3, 6433, 1089
4, 1167, 8586
3, 214, 9640
1, 8988, 3697
4, 4195, 1451
2, 514, 184
1, 2441, 5027
1, 4575, 9340
3, 2412, 4684
1, 7628, 2701
1, 4514, 4890
4, 9752, 5829
3, 5463, 8908
1, 4751, 5850
3, 961, 3095
4, 1466, 9867
1, 4584, 1096
1, 428, 7204
2, 3236, 1803
3, 6501, 199
1, 2867, 1213
1, 9560, 2077
1, 9834, 4532
1, 5637, 8522
3, 4543, 2540
2, 9465, 3877
2, 1814, 8244
3, 920, 3995
3, 4541, 7579
4, 7289, 450
1, 515, 9775
3, 9282, 3503
1, 8292, 1258
3, 1707, 2869
4, 6839, 3831
3, 807, 8660
4, 56, 9046
1, 7247, 3607
3, 686, 486
3, 5780, 5754
3, 1135, 3105
1, 222, 6663
1, 1614, 7871
1, 2475, 4221
2, 8457, 9390
2, 6567, 3406
4, 9807, 7189
3, 8751, 9785
